date,tem_avg,tem_h,tem_l,alws,mslap,rh,Herpangina,HFMD
08.02.2020,11.2,13.0,9.5,750.3,774.0,83,3,1
09.02.2020,11.3,12.7,9.9,745.7,769.3,92,2,1
10.02.2020,11.51428571,13.7,10.3,741.6,765.0,84,6,3
11.02.2020,12.3375,16.0,10.6,741.6,765.1,86,3,1
12.02.2020,12.2125,18.1,7.6,738.1,761.4,82,3,2
13.02.2020,14.525,19.2,11.4,734.1,757.0,74,6,1
14.02.2020,15.54285714,19.4,12.4,739.3,762.4,60,1,1
15.02.2020,6.9,12.4,4.9,752.5,776.8,71,1,1
16.02.2020,8.6125,12.5,3.9,750.4,774.2,47,5,1
17.02.2020,9.85,13.6,6.3,750.4,774.3,56,3,1
18.02.2020,9.7625,11.1,8.6,746.1,769.8,68,1,1
19.02.2020,10.1375,13.1,8.1,743.7,767.3,72,2,1
20.02.2020,9.4125,11.3,7.9,749.5,773.3,90,2,1
21.02.2020,11.0,13.1,9.2,750.7,774.4,80,3,1
22.02.2020,11.575,13.2,9.9,748.3,771.9,79,2,1
23.02.2020,11.4125,12.3,10.7,740.2,763.6,96,1,1
24.02.2020,11.725,13.5,10.7,740.5,763.9,94,3,2
25.02.2020,13.0625,16.0,11.4,740.9,764.2,89,3,2
26.02.2020,13.35,15.3,11.2,740.2,763.3,82,1,2
27.02.2020,13.2375,13.6,12.8,738.5,761.7,96,5,2
28.02.2020,14.675,18.0,12.8,738.4,761.6,93,3,2
29.02.2020,14.0375,18.5,11.2,738.5,761.7,90,4,2
01.03.2020,15.0125,19.2,11.0,738.7,761.7,80,11,2
02.03.2020,13.2375,15.2,11.6,742.3,765.6,85,5,2
03.03.2020,10.7875,11.4,10.3,745.1,768.7,93,4,2
04.03.2020,11.225,13.5,10.0,743.8,767.4,92,7,2
05.03.2020,12.125,15.5,9.5,738.1,761.4,65,4,1
06.03.2020,13.7,17.5,11.8,738.7,761.9,80,5,1
07.03.2020,14.8625,19.8,11.1,733.5,756.4,64,3,1
08.03.2020,16.175,17.9,15.2,734.2,757.0,79,6,1
09.03.2020,15.4,16.7,14.6,742.2,765.4,60,3,1
10.03.2020,15.075,18.7,12.6,741.4,764.5,51,2,1
11.03.2020,13.025,14.3,11.6,738.8,762.1,73,4,1
12.03.2020,15.125,18.6,12.4,740.2,763.3,77,3,2
13.03.2020,15.05,18.0,13.0,746.1,769.4,79,6,1
14.03.2020,15.5875,18.6,13.1,743.9,767.1,79,6,1
15.03.2020,14.7625,16.4,13.2,740.6,763.7,78,3,1
16.03.2020,14.6875,16.2,13.7,744.4,767.7,89,5,1
17.03.2020,14.9875,18.9,12.6,742.7,766.0,75,3,1
18.03.2020,16.65,22.5,11.3,739.9,762.8,62,7,1
19.03.2020,19.225,25.5,13.6,736.9,759.6,59,3,1
20.03.2020,20.8125,27.5,15.0,730.3,752.6,55,5,1
21.03.2020,22.2,28.4,17.2,735.1,757.5,59,9,1
22.03.2020,21.625,27.1,17.2,737.2,759.6,50,4,1
23.03.2020,21.925,26.5,17.2,736.3,758.6,59,7,1
24.03.2020,22.9125,27.6,17.8,732.1,754.3,61,6,1
25.03.2020,21.9375,26.8,17.3,728.7,750.8,72,5,1
26.03.2020,24.475,29.9,19.6,732.2,754.3,44,4,1
27.03.2020,14.2,14.7,13.2,743.1,766.3,94,6,1
28.03.2020,12.7125,13.7,11.9,737.7,760.9,72,4,1
29.03.2020,12.325,14.3,10.7,740.5,763.9,93,8,1
30.03.2020,13.5125,16.4,11.7,739.8,763.0,74,8,1
31.03.2020,16.0375,19.2,13.6,738.8,761.8,71,11,2
01.04.2020,15.4625,16.9,14.3,739.3,762.4,77,3,2
02.04.2020,16.275,17.8,14.9,741.4,764.5,69,3,2
03.04.2020,15.8125,17.2,15.1,744.2,767.4,69,7,2
04.04.2020,13.1,14.5,12.4,745.9,769.4,93,2,1
05.04.2020,12.7125,13.2,12.3,744.9,768.3,94,8,1
06.04.2020,14.7625,17.1,12.4,742.0,765.1,79,5,2
07.04.2020,17.5625,22.3,12.7,740.2,763.0,71,5,2
08.04.2020,17.7,21.4,15.5,740.3,763.3,82,4,2
09.04.2020,19.4625,25.2,13.9,735.5,758.1,54,9,1
10.04.2020,18.7,20.2,17.8,739.8,762.6,83,11,1
11.04.2020,17.9875,21.0,15.9,744.9,768.0,79,4,1
12.04.2020,19.175,24.0,14.7,742.6,765.4,54,10,1
13.04.2020,17.3,18.6,16.5,742.3,765.3,67,1,1
14.04.2020,18.6625,24.2,13.9,737.8,760.6,58,8,1
15.04.2020,21.4125,28.8,14.7,731.7,754.0,56,4,1
16.04.2020,23.4125,29.1,18.5,732.7,754.9,52,5,1
17.04.2020,22.4875,24.3,19.6,733.8,756.1,79,5,2
18.04.2020,17.6,18.1,16.9,737.3,760.1,94,7,2
19.04.2020,19.325,21.9,16.9,735.8,758.4,79,9,1
20.04.2020,17.8875,19.3,16.8,738.7,761.5,84,9,1
21.04.2020,15.375,16.9,13.8,742.5,765.7,95,6,1
22.04.2020,12.85,13.4,12.4,745.2,768.7,95,3,2
23.04.2020,11.925,12.4,11.5,746.8,770.3,92,4,2
24.04.2020,15.375,20.0,12.2,744.0,767.2,75,10,2
25.04.2020,16.9375,20.9,13.4,743.9,766.9,68,7,1
26.04.2020,19.6375,26.9,13.2,741.9,764.7,66,7,1
27.04.2020,21.8,30.0,15.1,741.1,763.6,60,2,1
28.04.2020,23.7125,32.1,16.3,735.4,757.6,50,5,1
29.04.2020,25.3625,31.1,19.1,735.4,757.5,52,3,1
30.04.2020,21.6875,24.8,19.5,736.4,758.9,80,5,1
01.05.2020,23.8,29.8,18.3,733.3,755.5,64,6,1
02.05.2020,26.3875,33.4,20.4,730.9,752.8,56,4,1
03.05.2020,28.2,35.9,20.8,728.9,750.6,50,8,1
04.05.2020,29.2875,35.3,25.5,729.5,751.2,57,12,1
05.05.2020,28.675,33.4,24.8,727.8,749.5,59,4,2
06.05.2020,27.1875,32.9,22.4,726.8,748.6,59,7,1
07.05.2020,28.65,33.6,25.1,726.8,748.5,70,12,3
08.05.2020,24.9375,28.8,21.7,731.1,753.2,67,12,4
09.05.2020,22.5125,23.5,21.2,739.0,761.5,58,8,3
10.05.2020,24.15,29.0,19.3,736.1,758.3,49,12,1
11.05.2020,21.61428571,23.7,18.5,740.5,763.2,74,14,1
12.05.2020,22.2875,25.0,18.9,735.2,757.5,57,4,1
13.05.2020,20.61666667,22.3,19.2,733.7,754.8,74,4,1
14.05.2020,19.8,21.2,18.9,733.4,755.9,87,6,1
15.05.2020,23.9,29.0,18.8,730.9,753.0,69,8,1
16.05.2020,25.6375,29.4,22.2,733.0,754.9,71,9,1
17.05.2020,27.125,31.8,23.7,730.4,752.3,60,22,1
18.05.2020,28.4,34.3,22.0,729.4,751.0,59,3,1
19.05.2020,29.7875,35.0,23.7,726.1,747.6,47,4,1
20.05.2020,26.4875,29.2,25.2,731.3,753.3,70,3,1
21.05.2020,23.525,24.8,22.4,735.1,757.3,86,12,1
22.05.2020,25.6625,29.5,22.6,734.0,756.1,69,4,1
23.05.2020,28.1875,34.3,22.2,732.6,754.3,56,10,1
24.05.2020,23.525,26.4,20.5,737.3,759.7,90,13,1
25.05.2020,19.9,20.8,19.3,738.1,760.8,79,5,1
26.05.2020,21.4875,24.1,18.9,739.3,761.8,76,10,1
27.05.2020,22.325,25.1,20.5,739.0,761.5,79,7,1
28.05.2020,22.1375,25.0,19.9,736.6,759.1,75,13,1
29.05.2020,24.4125,29.4,19.3,733.0,755.2,63,8,1
30.05.2020,27.3,34.2,20.5,733.0,754.8,51,6,1
31.05.2020,24.2375,26.5,22.5,734.5,756.8,82,6,1
01.06.2020,27.0,32.2,21.7,731.6,753.4,60,5,1
02.06.2020,20.0625,27.1,18.8,735.7,758.4,86,11,1
03.06.2020,23.1125,27.1,19.3,731.9,754.1,76,6,1
04.06.2020,25.7375,31.2,20.8,731.5,753.5,65,10,1
05.06.2020,28.4125,33.8,22.6,730.0,751.6,66,10,1
06.06.2020,27.775,31.1,24.6,729.8,751.6,73,5,2
07.06.2020,24.1,27.4,23.3,729.2,751.3,91,8,2
08.06.2020,24.175,27.0,22.4,733.1,755.3,83,11,1
09.06.2020,23.15,24.8,21.8,733.7,756.0,87,9,1
10.06.2020,25.9625,30.5,22.0,729.9,751.8,76,7,1
11.06.2020,26.0875,28.1,24.8,728.1,749.9,83,6,4
12.06.2020,25.775,27.2,23.9,728.3,750.2,87,11,1
13.06.2020,27.25,32.5,24.8,732.4,754.3,85,8,1
14.06.2020,27.05,30.4,24.8,732.3,754.3,81,3,1
15.06.2020,30.8,36.2,26.0,726.4,747.9,65,5,1
16.06.2020,32.8625,36.0,29.8,723.6,744.8,59,6,1
17.06.2020,25.4125,30.5,23.4,730.9,753.1,82,3,1
18.06.2020,26.925,31.1,23.9,732.0,753.8,64,5,1
19.06.2020,29.15,33.3,24.7,729.8,751.4,64,13,1
20.06.2020,23.05,24.1,21.7,729.9,752.0,91,7,2
21.06.2020,25.3625,28.3,22.8,727.6,749.5,77,8,1
22.06.2020,24.975,26.1,24.1,730.8,752.8,89,6,1
23.06.2020,25.0375,26.6,23.9,732.1,754.3,88,10,1
24.06.2020,28.0375,32.4,23.9,730.0,751.7,72,12,4
25.06.2020,30.5625,36.5,24.6,727.2,748.6,65,3,4
26.06.2020,30.55,35.8,26.8,725.3,746.8,79,14,4
27.06.2020,24.325,25.7,22.9,728.0,750.1,88,5,4
28.06.2020,25.25,27.4,23.7,729.1,751.0,88,10,4
29.06.2020,28.9375,33.4,24.4,728.4,750.0,72,12,4
30.06.2020,27.775,29.2,27.0,729.6,751.4,80,6,2
01.07.2020,25.575,27.0,22.9,730.3,752.4,95,5,1
02.07.2020,24.8875,28.3,22.1,731.3,753.4,83,9,2
03.07.2020,28.325,33.6,23.7,730.8,752.5,73,7,2
04.07.2020,26.375,27.3,25.3,730.5,752.4,93,16,2
05.07.2020,25.6875,26.2,25.3,727.8,749.7,86,6,2
06.07.2020,24.9625,26.3,24.1,729.1,751.0,90,7,2
07.07.2020,25.4875,26.9,24.5,730.3,752.3,93,10,1
08.07.2020,27.425,30.8,24.5,728.2,750.0,86,16,1
09.07.2020,28.775,32.6,25.8,726.1,747.7,76,8,5
10.07.2020,27.3125,31.2,25.2,724.8,746.5,94,12,2
11.07.2020,25.45,26.5,24.7,726.8,748.7,90,8,2
12.07.2020,25.675,27.1,25.0,730.3,752.2,93,14,1
13.07.2020,25.5875,28.4,23.4,730.7,752.7,87,5,3
14.07.2020,30.2875,35.8,25.2,727.6,749.1,72,16,1
15.07.2020,28.875,29.7,27.6,727.8,749.5,85,13,1
16.07.2020,26.425,27.2,25.8,727.0,748.9,93,14,3
17.07.2020,25.05,25.5,24.7,728.1,750.1,91,12,2
18.07.2020,26.8125,29.9,24.4,729.4,751.2,79,13,1
19.07.2020,29.05,33.7,25.0,731.8,753.5,68,9,2
20.07.2020,27.625,30.6,25.3,731.1,753.0,74,16,3
21.07.2020,27.6375,31.6,25.6,728.9,750.7,82,3,3
22.07.2020,26.75,29.4,24.7,728.8,750.6,78,12,2
23.07.2020,30.2875,34.5,26.5,728.8,750.4,80,20,1
24.07.2020,32.225,36.2,28.7,728.5,749.8,75,12,2
25.07.2020,31.2875,34.8,27.9,730.3,751.9,77,29,2
26.07.2020,26.225,30.4,23.9,731.1,753.1,79,11,3
27.07.2020,29.8375,35.4,24.4,730.0,751.6,70,18,3
28.07.2020,31.95,38.1,26.5,730.6,752.2,61,12,4
29.07.2020,31.775,35.5,27.9,730.9,752.5,61,21,4
30.07.2020,26.7,29.4,25.3,733.2,755.2,86,14,1
31.07.2020,26.475,29.3,24.1,733.5,755.5,80,6,2
01.08.2020,30.45,35.7,26.0,731.1,752.7,72,14,6
02.08.2020,32.1875,36.7,28.2,729.4,750.8,66,7,1
03.08.2020,33.2375,38.1,29.0,727.5,748.8,65,10,4
04.08.2020,33.925,37.8,29.5,726.9,748.1,56,14,5
05.08.2020,34.8375,39.0,29.9,728.3,749.5,44,11,2
06.08.2020,35.0875,38.3,31.1,728.0,749.2,47,14,3
07.08.2020,33.45,36.8,30.9,727.9,749.2,68,19,2
08.08.2020,30.4,34.6,26.5,727.9,749.4,87,8,2
09.08.2020,30.7125,34.8,27.5,726.4,747.9,71,11,4
10.08.2020,33.3625,38.2,29.0,725.5,746.8,60,11,2
11.08.2020,32.6625,35.0,30.2,725.8,747.1,61,15,6
12.08.2020,33.775,36.8,30.7,727.8,749.1,49,6,4
13.08.2020,27.6625,31.6,24.8,730.1,752.0,80,11,4
14.08.2020,32.54285714,37.8,24.9,726.3,747.6,46,9,3
15.08.2020,33.6875,37.2,30.6,727.2,748.5,49,13,3
16.08.2020,33.475,36.6,31.0,729.0,750.3,48,12,4
17.08.2020,33.2625,36.3,31.1,731.5,752.9,46,9,2
18.08.2020,25.85,31.7,22.6,736.6,758.9,76,22,3
19.08.2020,25.1625,29.0,21.6,735.1,757.2,71,9,2
20.08.2020,27.7875,32.2,24.4,734.0,755.9,69,9,6
21.08.2020,30.0125,34.1,26.5,731.7,753.4,64,10,6
22.08.2020,31.9875,36.2,28.1,729.5,751.0,58,13,2
23.08.2020,33.875,39.5,28.5,727.0,748.3,50,15,4
24.08.2020,26.95,31.7,24.8,733.0,755.0,75,10,9
25.08.2020,28.5625,34.9,22.9,732.1,753.8,52,9,2
26.08.2020,30.4875,35.9,25.0,729.1,750.6,51,15,4
27.08.2020,32.425,39.7,26.2,726.4,747.7,46,9,3
28.08.2020,33.7375,39.1,28.2,728.3,749.6,45,9,4
29.08.2020,33.9,40.0,28.0,729.4,750.7,43,12,4
30.08.2020,34.7375,38.6,31.3,731.2,752.6,41,13,6
31.08.2020,29.475,32.1,26.3,736.9,758.9,69,16,7
01.09.2020,28.7625,33.4,25.5,734.8,756.7,65,10,4
02.09.2020,26.8625,28.6,24.5,735.7,757.8,73,7,3
03.09.2020,25.8,27.0,24.6,736.0,758.2,76,14,3
04.09.2020,23.7125,26.0,21.6,734.0,756.3,80,8,5
05.09.2020,26.8125,30.7,23.5,731.7,753.6,62,11,3
06.09.2020,23.525,26.4,22.5,734.6,756.9,89,18,3
07.09.2020,26.875,33.3,21.8,733.7,755.7,70,16,7
08.09.2020,28.2875,32.2,24.1,734.4,756.3,66,11,6
09.09.2020,29.4875,34.2,25.6,732.0,753.7,65,21,12
10.09.2020,25.0875,27.6,22.9,733.3,755.4,83,17,7
11.09.2020,26.075,28.6,24.5,736.5,758.6,71,27,7
12.09.2020,22.9375,24.9,21.0,739.3,761.7,91,14,4
13.09.2020,20.7625,21.5,20.3,738.8,761.4,96,11,10
14.09.2020,20.9125,21.6,19.9,736.2,758.7,94,21,13
15.09.2020,22.325,23.5,21.2,735.4,757.7,90,18,14
16.09.2020,22.525,23.3,21.9,735.5,757.9,94,16,12
17.09.2020,19.6875,21.0,18.9,741.3,764.1,89,18,8
18.09.2020,22.9875,27.2,19.6,739.3,761.8,71,17,9
19.09.2020,25.3375,29.3,21.4,735.8,757.9,61,15,8
20.09.2020,24.9375,27.3,23.7,733.7,755.8,74,13,20
21.09.2020,21.4875,22.9,20.7,736.2,758.6,94,17,10
22.09.2020,19.3625,20.3,18.6,739.3,762.0,87,18,11
23.09.2020,20.6,22.3,18.9,739.2,761.8,90,12,22
24.09.2020,22.8625,26.3,19.8,735.3,757.5,79,14,7
25.09.2020,19.8125,21.6,19.1,737.4,760.0,95,15,15
26.09.2020,20.5,22.7,18.5,737.7,760.3,86,15,7
27.09.2020,21.925,24.6,19.7,736.7,759.1,66,14,9
28.09.2020,21.0875,21.9,19.9,736.9,759.4,90,27,16
29.09.2020,20.85,23.0,19.5,736.7,759.2,93,14,15
30.09.2020,22.6375,26.4,20.0,734.6,756.9,82,20,9
01.10.2020,22.2375,22.9,21.8,734.2,756.5,87,20,14
02.10.2020,20.65,21.3,20.0,735.4,757.9,97,25,16
03.10.2020,20.575,21.4,19.3,738.3,760.9,94,18,23
04.10.2020,18.55,19.1,18.0,740.5,763.3,89,22,10
05.10.2020,17.1625,17.9,15.8,742.0,765.1,90,42,19
06.10.2020,15.725,16.6,14.9,744.1,767.3,94,22,27
07.10.2020,17.2375,19.2,15.5,742.5,765.4,89,32,21
08.10.2020,17.5125,18.5,17.0,744.8,767.8,87,31,23
09.10.2020,16.875,18.0,16.0,742.4,765.4,90,35,31
10.10.2020,18.4375,20.1,16.9,739.6,762.4,85,32,39
11.10.2020,18.5125,19.3,17.8,740.5,763.3,96,38,22
12.10.2020,18.175,18.8,17.6,739.3,762.1,96,24,32
13.10.2020,18.9375,19.7,18.3,740.3,763.1,92,28,24
14.10.2020,17.8875,19.7,15.9,744.1,767.2,92,39,24
15.10.2020,15.65,16.7,15.0,744.4,767.6,96,34,33
16.10.2020,15.4625,16.0,14.9,746.4,769.6,89,34,38
17.10.2020,15.8,17.5,14.3,745.7,768.9,87,42,38
18.10.2020,16.2,18.8,14.6,745.9,769.0,86,49,46
19.10.2020,17.1,19.3,15.9,744.3,767.4,93,56,44
20.10.2020,16.2125,17.8,14.7,747.3,770.5,75,54,42
21.10.2020,16.75,19.9,14.9,743.8,766.9,91,58,44
22.10.2020,17.475,22.0,14.1,743.2,766.3,83,42,47
23.10.2020,17.6,21.6,13.4,739.9,762.7,82,35,42
24.10.2020,19.575,23.0,17.5,739.6,762.3,65,58,50
25.10.2020,19.25,21.0,17.9,741.4,764.2,77,66,58
26.10.2020,18.75,19.9,17.7,741.6,764.4,87,75,54
27.10.2020,17.625,18.3,17.1,742.9,765.9,90,83,63
28.10.2020,15.625,16.5,15.2,746.7,769.9,92,73,72
29.10.2020,16.6125,18.3,15.2,744.3,767.4,88,79,56
30.10.2020,17.5875,18.5,16.6,741.9,764.8,89,79,65
31.10.2020,16.9625,17.6,16.4,742.3,765.4,93,65,47
01.11.2020,15.7375,16.4,15.4,745.3,768.5,88,72,56
02.11.2020,15.2,16.2,14.2,745.9,769.2,91,64,62
03.11.2020,16.275,18.1,14.9,744.8,767.9,87,126,67
04.11.2020,16.2,18.1,14.7,741.6,764.6,76,111,76
05.11.2020,16.175,17.3,15.2,744.5,767.6,81,108,74
06.11.2020,16.7875,18.7,15.4,746.4,769.6,86,118,78
07.11.2020,17.075,21.7,14.0,746.5,769.6,83,109,62
08.11.2020,17.7375,21.5,14.6,747.0,770.0,82,105,77
09.11.2020,18.9375,22.3,16.9,744.0,766.9,85,143,99
10.11.2020,18.5625,23.8,14.6,743.5,766.5,80,172,87
11.11.2020,18.2875,24.3,13.4,744.1,767.0,74,133,86
12.11.2020,17.725,23.0,13.4,744.1,767.1,71,151,74
13.11.2020,18.0125,23.6,13.2,742.9,765.7,71,153,86
14.11.2020,18.7625,24.4,14.5,741.2,764.0,67,145,75
15.11.2020,18.0,23.6,13.3,740.2,763.0,70,130,89
16.11.2020,18.3875,23.1,14.0,733.3,755.8,73,149,90
17.11.2020,20.1625,25.0,15.7,729.3,751.6,66,143,99
18.11.2020,18.6,20.4,16.8,736.0,758.7,73,150,75
19.11.2020,18.3875,22.5,15.7,736.8,759.5,71,110,77
20.11.2020,17.4625,18.9,16.1,735.4,758.1,69,141,67
21.11.2020,14.9,16.7,12.4,742.6,765.8,81,102,62
22.11.2020,9.3375,10.7,8.6,747.1,770.9,86,110,66
23.11.2020,9.2625,10.4,8.4,746.4,770.2,80,143,70
24.11.2020,9.4125,10.4,8.5,743.3,766.9,95,125,71
25.11.2020,10.6375,11.5,9.6,746.8,770.5,83,105,62
26.11.2020,11.8125,13.4,10.8,748.3,772.0,81,97,73
27.11.2020,11.9625,12.8,11.3,748.6,772.2,91,107,67
28.11.2020,10.3125,11.6,9.0,748.8,772.6,89,85,38
29.11.2020,11.0875,13.1,8.7,749.6,773.3,77,74,53
30.11.2020,11.5625,12.4,10.8,747.4,771.0,68,148,48
01.12.2020,10.75,11.9,9.7,747.4,771.1,79,118,55
02.12.2020,10.825,11.3,10.4,749.6,773.4,86,129,51
03.12.2020,9.775,10.3,9.5,750.1,773.9,75,83,52
04.12.2020,9.075,9.7,8.6,748.3,772.1,70,111,60
05.12.2020,10.4,12.2,8.3,744.9,768.4,68,104,43
06.12.2020,9.925,10.6,9.1,747.9,771.7,80,97,46
07.12.2020,9.825,10.4,9.4,748.9,772.6,85,153,72
08.12.2020,11.0875,12.8,9.2,743.2,766.7,60,127,74
09.12.2020,10.4375,10.8,10.0,745.4,769.0,76,111,47
10.12.2020,10.85,11.5,10.1,743.6,767.2,83,88,54
11.12.2020,10.5625,11.2,9.6,744.7,768.3,81,103,41
12.12.2020,10.9875,11.8,10.3,740.9,764.4,83,80,42
13.12.2020,10.2875,10.8,10.1,744.1,767.7,93,82,43
14.12.2020,7.9875,9.3,7.2,748.5,772.5,90,95,38
15.12.2020,6.9375,7.3,6.7,749.3,773.4,84,126,42
16.12.2020,7.7625,8.3,7.1,748.0,771.9,55,82,39
17.12.2020,7.675,8.5,7.1,748.9,772.9,61,100,37
18.12.2020,7.5125,8.8,6.5,752.1,776.2,80,71,47
19.12.2020,7.1125,7.6,6.7,754.0,778.2,75,55,55
20.12.2020,6.95,9.8,4.0,752.8,777.0,75,68,35
21.12.2020,6.9,10.8,3.5,747.7,771.7,82,91,43
22.12.2020,6.625,8.5,3.7,744.1,768.0,64,81,46
23.12.2020,8.2375,10.3,6.5,745.6,769.6,87,62,42
24.12.2020,6.85,8.4,4.9,745.5,769.4,83,74,46
25.12.2020,7.9375,8.5,7.2,742.7,766.5,81,63,37
26.12.2020,8.5875,9.6,7.6,743.8,767.6,91,62,31
27.12.2020,9.0375,11.7,6.0,740.5,764.0,67,56,36
28.12.2020,9.3875,9.8,8.9,741.4,765.0,77,85,33
29.12.2020,7.3875,9.3,6.3,753.1,777.4,80,97,37
30.12.2020,6.625,7.4,6.0,751.9,776.1,83,44,22
31.12.2020,6.3375,7.3,5.2,750.9,775.1,83,71,32
01.01.2021,6.975,9.9,5.8,747.4,771.5,82,53,29
02.01.2021,7.1,7.9,6.1,746.9,770.9,69,47,20
03.01.2021,8.275,10.0,7.1,747.6,771.6,77,39,26
04.01.2021,7.9125,8.9,6.8,747.0,770.9,80,64,38
05.01.2021,8.6125,10.3,7.3,747.8,771.7,79,84,38
06.01.2021,8.5,9.4,8.0,746.2,770.1,72,51,30
07.01.2021,6.1,7.6,4.9,751.6,775.9,67,58,21
08.01.2021,4.7875,5.8,4.0,750.1,774.4,77,38,25
09.01.2021,4.8625,5.3,4.4,749.4,773.7,71,50,20
10.01.2021,4.3875,4.8,4.0,752.7,777.1,86,41,16
11.01.2021,5.825,9.0,3.0,753.5,777.9,75,51,21
12.01.2021,5.975,11.6,1.0,742.8,766.8,59,82,19
13.01.2021,7.2,12.9,2.4,743.1,767.0,66,50,19
14.01.2021,7.8875,13.7,3.2,739.0,762.8,73,33,25
15.01.2021,8.6125,13.5,4.7,741.2,764.9,77,50,24
16.01.2021,7.625,8.1,6.8,751.3,775.5,91,31,17
17.01.2021,5.2,6.8,3.8,751.8,776.2,91,29,9
18.01.2021,4.3375,6.7,3.2,741.8,766.0,92,54,11
19.01.2021,5.6375,10.2,2.1,739.5,763.4,78,37,19
20.01.2021,8.6,10.2,7.3,742.3,766.0,87,42,15
21.01.2021,8.35,9.8,7.1,743.8,767.7,90,37,16
22.01.2021,10.2,14.9,7.2,740.1,763.7,83,33,11
23.01.2021,10.35,13.1,6.5,736.9,760.2,73,27,12
24.01.2021,10.275,11.3,10.0,739.2,762.7,93,35,13
25.01.2021,10.3,12.0,9.3,744.9,768.7,82,32,8
26.01.2021,9.675,10.8,9.0,742.3,766.0,89,40,13
27.01.2021,9.1125,9.6,8.8,747.8,771.7,90,34,10
28.01.2021,10.1375,13.0,8.0,746.4,770.2,86,29,15
29.01.2021,9.4125,11.3,7.6,743.7,767.4,65,24,10
30.01.2021,11.3375,14.4,9.2,743.7,767.2,70,21,11
31.01.2021,11.05,12.6,9.9,744.1,767.8,86,18,9
01.02.2021,10.8375,14.9,8.2,744.6,768.3,75,22,10
02.02.2021,10.6125,12.0,9.6,745.1,768.8,84,28,9
03.02.2021,10.675,13.6,8.5,744.6,768.2,77,37,9
04.02.2021,11.45,12.6,10.6,743.8,767.4,82,18,9
05.02.2021,12.0375,14.3,10.0,743.4,766.9,89,27,11
06.02.2021,11.6125,15.2,7.6,740.3,763.7,72,26,10
07.02.2021,14.2875,17.2,10.8,744.3,767.6,75,10,7
08.02.2021,13.0,15.8,10.6,745.5,769.0,84,20,6
09.02.2021,13.2375,17.2,9.8,742.3,765.7,76,17,3
10.02.2021,14.5375,19.2,10.2,740.0,763.2,73,15,12
11.02.2021,15.3625,19.9,10.5,740.9,764.0,67,9,3
12.02.2021,16.1125,21.9,11.3,738.7,761.8,67,14,2
13.02.2021,13.8375,16.2,12.4,742.6,766.0,82,10,7
14.02.2021,15.275,21.4,10.6,736.4,759.4,64,13,8
15.02.2021,13.5,16.3,12.0,741.6,765.0,88,16,11
16.02.2021,12.6125,15.4,11.3,745.9,769.6,87,13,8
17.02.2021,13.7125,18.5,9.6,745.9,769.3,65,21,5
18.02.2021,14.725,18.3,12.4,747.0,770.5,66,21,6
19.02.2021,14.8,19.3,11.4,743.9,767.2,69,18,4
20.02.2021,15.5375,21.6,11.1,738.5,761.6,63,25,8
21.02.2021,16.9875,23.9,11.4,737.6,760.6,69,10,5
22.02.2021,18.55,25.6,12.9,738.0,760.8,66,14,3
23.02.2021,19.5375,23.1,16.6,733.4,756.1,67,19,6
24.02.2021,20.65,27.6,15.0,729.5,751.9,68,23,9
25.02.2021,16.175,20.3,12.6,737.0,760.1,78,17,8
26.02.2021,11.425,12.0,10.8,740.1,763.6,85,10,7
27.02.2021,12.05,13.0,11.0,735.4,758.7,72,18,3
28.02.2021,11.1,12.4,10.4,739.6,763.0,96,8,13
01.03.2021,12.125,16.1,9.4,748.1,771.7,69,18,8
02.03.2021,11.4,12.4,10.3,745.3,768.9,77,17,6
03.03.2021,11.925,14.7,10.0,742.6,766.2,81,17,7
04.03.2021,13.475,17.9,8.5,738.1,761.2,64,14,9
05.03.2021,15.6625,18.8,13.8,740.3,763.5,64,14,6
06.03.2021,13.9375,16.0,13.0,744.6,768.0,84,8,6
07.03.2021,13.2125,14.0,12.3,741.9,765.3,78,23,3
08.03.2021,13.4875,16.5,11.1,743.2,766.6,78,23,6
09.03.2021,15.0125,16.9,13.1,742.4,765.6,73,17,5
10.03.2021,14.3625,15.0,13.4,743.4,766.7,84,19,5
11.03.2021,16.025,19.9,12.5,743.5,766.7,72,20,8
12.03.2021,16.5875,20.4,12.0,742.6,765.7,65,16,4
13.03.2021,19.4375,25.1,14.3,737.2,760.0,63,15,9
14.03.2021,19.825,24.2,15.1,733.1,755.6,65,22,8
15.03.2021,20.175,25.4,16.3,734.0,756.7,81,28,9
16.03.2021,18.5125,19.6,17.6,734.3,757.0,93,16,11
17.03.2021,19.9625,23.4,17.5,732.1,754.6,75,19,9
18.03.2021,20.15,22.8,18.7,732.7,755.2,82,21,12
19.03.2021,18.5,20.3,16.1,737.2,760.0,80,18,4
20.03.2021,12.2,15.3,10.2,745.0,768.6,95,19,12
21.03.2021,9.825,10.3,9.5,751.1,775.0,90,25,11
22.03.2021,11.625,14.0,9.3,747.4,771.1,77,26,10
23.03.2021,14.2,19.2,11.0,740.9,764.2,73,36,12
24.03.2021,16.8,24.0,10.3,736.8,759.6,55,23,10
25.03.2021,18.1375,20.0,16.3,735.0,757.7,65,14,12
26.03.2021,15.6,16.4,14.7,738.2,761.2,86,21,16
27.03.2021,18.3875,23.3,14.2,736.4,759.1,71,33,9
28.03.2021,20.1125,27.4,13.7,727.6,750.0,64,27,9
29.03.2021,22.775,27.0,18.6,727.9,750.0,70,23,12
