date,tem_avg,tem_h,tem_l,alws,mslap,rh,Herpangina,HFMD
19.12.2018,9.675,10.1,9.3,740.9,765.4,88,34,57
20.12.2018,9.55,11.4,7.5,738.8,763.1,74,30,54
21.12.2018,10.025,10.7,9.3,740.9,765.3,90,34,55
22.12.2018,11.1125,12.5,10.2,746.1,770.6,87,20,38
23.12.2018,10.9,11.8,10.2,743.3,767.8,88,32,43
24.12.2018,10.1375,10.7,9.2,739.1,763.6,74,32,46
25.12.2018,9.025,9.9,8.0,740.6,765.1,91,26,39
26.12.2018,9.525,10.4,8.6,742.4,766.9,88,23,50
27.12.2018,9.625,10.3,9.0,744.1,768.6,73,18,43
28.12.2018,8.075,9.4,5.7,749.9,775.0,87,37,37
29.12.2018,4.375,5.0,4.0,752.4,777.7,86,25,33
30.12.2018,4.5,5.4,3.5,751.3,776.5,80,26,36
31.12.2018,5.725,6.7,4.8,752.2,777.4,71,13,28
01.01.2019,5.7,6.3,5.0,751.8,777.0,81,23,32
02.01.2019,6.875,9.1,4.8,748.0,772.9,70,16,43
03.01.2019,6.55,7.3,5.6,746.2,771.2,94,20,42
04.01.2019,6.8375,8.7,5.5,746.4,771.3,81,15,30
05.01.2019,8.775,12.1,6.5,744.5,769.2,73,12,29
06.01.2019,8.85,9.9,8.2,744.1,768.8,72,17,24
07.01.2019,9.625,12.0,7.6,746.7,771.4,68,27,31
08.01.2019,8.6375,9.6,7.9,744.3,769.0,88,12,34
09.01.2019,6.6125,7.3,6.1,743.3,768.1,94,13,23
10.01.2019,7.025,8.1,6.0,744.1,768.9,85,8,25
11.01.2019,8.4875,10.9,6.6,742.2,767.0,88,19,35
12.01.2019,7.55,9.0,6.2,744.6,769.4,86,10,18
13.01.2019,8.35,10.1,6.7,742.9,767.5,80,15,24
14.01.2019,9.125,10.3,7.4,745.5,770.2,80,13,22
15.01.2019,8.4125,10.1,7.5,748.0,772.9,84,18,21
16.01.2019,9.125,12.6,6.3,746.1,770.8,72,9,11
17.01.2019,10.1375,12.2,8.1,741.7,766.2,69,19,17
18.01.2019,9.5625,10.1,8.8,741.1,765.7,84,18,17
19.01.2019,9.4875,10.6,8.8,744.4,769.0,82,16,16
20.01.2019,8.7875,9.5,8.0,749.5,774.4,93,14,20
21.01.2019,7.7375,9.2,6.4,748.8,773.8,92,13,17
22.01.2019,8.1875,11.5,5.2,743.6,768.2,68,7,13
23.01.2019,9.3375,10.7,8.1,740.9,765.4,73,8,15
24.01.2019,9.85,11.0,8.8,741.8,766.3,72,9,13
25.01.2019,10.5375,11.7,9.7,746.9,771.5,80,9,9
26.01.2019,9.825,10.1,9.4,742.8,767.3,81,6,11
27.01.2019,10.2625,11.1,9.3,742.1,766.6,76,7,10
28.01.2019,11.175,13.6,9.3,742.3,766.7,73,17,6
29.01.2019,10.3375,11.4,9.0,741.0,765.5,95,13,16
30.01.2019,9.125,9.5,8.7,744.0,768.6,89,14,13
31.01.2019,9.25,10.3,8.7,747.3,772.1,91,10,12
01.02.2019,9.6,11.6,8.3,736.9,761.2,84,10,8
02.02.2019,10.3875,12.1,9.2,736.9,761.2,82,7,7
03.02.2019,12.4625,16.2,9.1,743.7,768.0,66,6,10
04.02.2019,12.2375,14.7,10.3,741.3,765.7,81,11,12
05.02.2019,12.4375,17.9,7.5,731.0,754.9,61,10,14
06.02.2019,13.1875,19.1,7.6,735.7,759.8,68,9,8
07.02.2019,14.625,19.2,11.7,736.6,760.6,68,5,13
08.02.2019,12.8375,13.4,12.5,738.7,762.9,69,5,5
09.02.2019,9.9625,11.8,8.3,741.3,765.8,59,17,18
10.02.2019,6.95,8.0,6.0,748.6,773.6,84,14,7
11.02.2019,8.6625,11.4,6.3,743.3,767.9,71,7,13
12.02.2019,10.225,12.3,8.5,746.1,770.7,68,2,9
13.02.2019,10.8875,13.0,9.0,741.2,765.6,66,12,8
14.02.2019,11.2125,12.5,10.1,743.7,768.1,75,8,11
15.02.2019,11.85,14.1,9.7,742.3,766.6,64,3,13
16.02.2019,11.6875,13.8,10.2,740.7,765.1,52,12,5
17.02.2019,10.3125,12.6,9.0,738.8,763.3,61,14,6
18.02.2019,9.5,10.9,7.7,739.2,763.6,59,8,14
19.02.2019,10.2125,12.6,8.2,739.9,764.2,58,7,6
20.02.2019,11.625,14.2,9.8,743.2,767.6,66,9,8
21.02.2019,12.35,14.8,10.5,743.4,767.8,73,5,10
22.02.2019,11.1,13.7,7.7,742.0,766.3,64,14,12
23.02.2019,11.2,13.7,10.0,742.5,766.9,72,9,9
24.02.2019,10.9375,13.6,8.4,741.9,766.3,69,10,7
25.02.2019,12.675,16.0,9.7,738.2,762.3,67,13,11
26.02.2019,12.4375,13.2,11.6,738.8,763.0,73,7,11
27.02.2019,11.3,11.7,10.4,740.4,764.8,78,8,7
28.02.2019,11.6625,13.2,10.4,736.8,760.9,68,7,9
01.03.2019,12.4625,15.1,10.7,736.8,760.9,77,15,5
02.03.2019,11.0625,12.3,9.8,739.2,763.6,86,9,6
03.03.2019,12.4875,17.9,8.5,735.2,759.2,62,11,14
04.03.2019,11.675,12.7,10.8,735.2,759.4,89,12,8
05.03.2019,12.6375,14.6,10.8,740.3,764.5,80,11,11
06.03.2019,11.9625,12.8,11.4,740.6,764.9,92,10,12
07.03.2019,11.375,13.2,9.5,740.6,765.1,89,17,8
08.03.2019,10.5375,12.4,8.9,740.0,764.3,76,5,9
09.03.2019,11.6375,14.2,10.1,740.3,764.7,82,7,9
10.03.2019,14.025,21.0,8.3,740.1,764.1,64,13,9
11.03.2019,16.175,21.3,12.3,738.5,762.4,67,11,19
12.03.2019,15.4375,17.4,13.4,737.8,761.7,68,18,15
13.03.2019,14.6875,15.6,13.5,744.5,768.7,81,13,19
14.03.2019,12.675,13.5,11.9,746.5,770.9,87,7,15
15.03.2019,13.2625,16.0,11.2,743.8,768.0,79,11,8
16.03.2019,14.525,17.1,12.1,742.2,766.3,70,15,13
17.03.2019,14.6875,17.6,12.9,741.7,765.9,77,9,11
18.03.2019,16.375,22.0,11.2,735.2,758.9,62,15,14
19.03.2019,19.3,23.9,15.4,727.3,750.4,54,8,24
20.03.2019,21.3375,26.4,16.7,728.0,751.0,54,20,29
21.03.2019,17.7875,20.4,14.3,737.3,761.2,77,23,24
22.03.2019,12.2125,13.2,11.6,743.2,767.6,89,17,11
23.03.2019,10.95,11.6,10.2,744.4,768.9,93,11,17
24.03.2019,11.2,13.6,10.4,742.2,766.6,91,19,21
25.03.2019,13.7625,19.5,8.5,739.4,763.3,62,18,32
26.03.2019,17.0,20.3,14.2,737.2,760.9,61,22,35
27.03.2019,17.8,20.4,16.1,737.5,761.2,71,20,30
28.03.2019,19.55,25.1,15.2,733.5,757.0,70,29,31
29.03.2019,21.8,29.9,14.8,733.0,756.2,47,17,21
30.03.2019,17.6875,19.9,16.3,739.0,762.8,74,26,34
31.03.2019,14.9625,15.6,14.4,743.9,768.0,78,13,21
01.04.2019,15.6625,18.7,13.2,736.8,760.6,69,31,24
02.04.2019,15.6375,16.5,14.6,741.0,765.0,84,21,33
03.04.2019,15.725,18.8,13.7,741.4,765.5,90,20,27
04.04.2019,15.025,18.2,13.3,741.3,765.4,88,24,34
05.04.2019,18.7375,24.8,13.1,737.2,760.8,70,15,21
06.04.2019,20.575,28.3,14.8,733.5,756.9,59,18,22
07.04.2019,23.2,33.3,15.3,725.9,748.9,64,23,34
08.04.2019,26.3625,33.8,18.9,722.8,745.3,52,25,48
09.04.2019,25.1,29.3,21.0,732.3,755.4,66,29,41
10.04.2019,21.125,24.0,16.5,735.2,758.9,89,28,48
11.04.2019,19.5625,23.6,16.4,735.2,758.7,73,24,32
12.04.2019,21.5625,25.6,17.0,735.2,758.5,64,19,32
13.04.2019,23.425,27.4,19.3,736.6,759.7,58,28,43
14.04.2019,16.6625,19.8,16.0,740.9,764.8,90,27,43
15.04.2019,17.15,19.8,15.7,740.5,764.3,79,41,42
16.04.2019,20.0,25.3,16.1,735.8,759.3,74,27,50
17.04.2019,22.45,28.4,16.8,730.1,753.1,68,24,56
18.04.2019,25.225,30.7,20.9,728.5,751.2,65,35,44
19.04.2019,22.4125,26.2,20.4,729.2,752.4,95,32,49
20.04.2019,19.9,21.4,18.2,734.0,757.5,93,40,43
21.04.2019,22.0875,26.8,17.9,732.0,755.2,73,24,37
22.04.2019,24.3875,30.2,19.5,731.7,754.7,70,45,60
23.04.2019,25.9,31.5,20.9,730.1,752.9,67,76,56
24.04.2019,27.3125,32.8,21.8,731.4,754.1,60,44,70
25.04.2019,28.6,34.5,23.1,728.7,751.3,60,61,68
26.04.2019,30.425,35.5,24.9,729.0,751.4,40,63,62
27.04.2019,30.0375,33.8,27.5,728.8,751.4,55,56,63
28.04.2019,22.2,23.7,20.3,733.8,757.1,78,85,78
29.04.2019,20.225,23.4,18.0,735.8,759.2,75,81,83
30.04.2019,21.2125,23.6,19.2,736.1,759.5,76,77,65
01.05.2019,22.45,27.4,18.1,735.0,758.3,75,73,67
02.05.2019,19.575,21.7,18.0,736.6,760.2,83,64,62
03.05.2019,19.9875,22.9,17.7,736.7,760.1,74,78,62
04.05.2019,20.7125,23.4,18.1,734.6,757.9,74,86,66
05.05.2019,20.5125,22.2,18.6,734.6,757.9,78,92,84
06.05.2019,19.525,20.3,18.5,733.3,756.7,74,69,97
07.05.2019,16.9375,18.7,15.9,737.1,760.9,76,74,47
08.05.2019,16.675,18.6,14.3,736.9,760.6,83,88,62
09.05.2019,19.4875,22.8,16.4,736.2,759.7,78,89,63
10.05.2019,22.675,27.7,17.5,734.8,758.0,62,104,58
11.05.2019,24.58571429,26.9,20.7,733.1,755.3,69,86,69
12.05.2019,21.0625,22.5,19.6,734.3,757.6,87,104,71
13.05.2019,20.175,22.0,19.1,734.2,757.6,85,104,90
14.05.2019,21.1125,23.8,18.9,732.1,755.3,84,112,79
15.05.2019,21.7,24.2,20.0,732.6,755.8,90,135,77
16.05.2019,24.0125,28.0,20.3,730.7,753.7,77,136,84
17.05.2019,26.1625,30.7,21.2,727.8,750.4,64,153,77
18.05.2019,23.725,25.3,21.8,730.5,753.4,83,148,86
19.05.2019,21.0,23.4,17.4,738.8,762.5,91,153,104
20.05.2019,17.4625,18.5,16.0,738.7,762.4,85,189,101
21.05.2019,19.25,20.7,17.8,737.8,761.5,90,214,120
22.05.2019,21.775,27.4,16.9,735.0,758.2,77,214,121
23.05.2019,25.6,33.0,19.3,731.0,753.8,59,194,121
24.05.2019,23.85,26.7,20.6,730.3,753.4,93,184,118
25.05.2019,24.2,28.3,21.6,729.2,752.1,86,174,118
26.05.2019,26.25,30.8,22.0,731.2,754.0,81,171,110
27.05.2019,23.0875,28.8,18.3,736.7,760.3,89,212,150
28.05.2019,17.9625,19.1,16.4,738.7,762.4,84,196,109
29.05.2019,18.2125,19.8,15.9,736.5,760.0,82,196,110
30.05.2019,19.7375,22.0,17.9,736.8,760.3,86,204,105
31.05.2019,23.45,28.7,18.3,734.4,757.5,71,203,113
01.06.2019,24.9875,28.9,21.8,733.0,756.1,74,188,112
02.06.2019,26.575,33.4,20.4,730.5,753.3,52,187,114
03.06.2019,28.65,35.2,21.6,728.3,750.9,51,262,112
04.06.2019,30.7875,36.1,23.8,724.1,746.2,48,244,111
05.06.2019,25.85,32.1,23.4,730.1,753.0,79,207,98
06.06.2019,26.1625,30.9,22.1,732.0,754.9,75,178,89
07.06.2019,27.5625,31.6,23.3,730.1,752.7,63,157,82
08.06.2019,26.2125,29.4,23.5,729.6,752.5,94,159,77
09.06.2019,23.375,24.0,23.0,730.1,753.1,94,180,73
10.06.2019,24.775,27.2,22.9,730.1,753.0,85,267,97
11.06.2019,22.925,24.0,21.7,731.3,754.5,92,209,101
12.06.2019,22.0625,23.0,21.2,732.1,755.2,93,152,89
13.06.2019,25.7875,30.6,22.2,729.8,752.6,77,205,93
14.06.2019,27.1625,31.2,23.2,727.6,750.2,67,210,95
15.06.2019,22.025,25.8,20.5,730.7,753.9,96,192,66
16.06.2019,21.15,23.4,19.7,732.0,755.2,95,177,105
17.06.2019,21.94,22.4,21.2,732.8,756.0,95,230,89
18.06.2019,24.4875,27.9,21.9,730.3,753.1,85,257,120
19.06.2019,26.2875,28.7,24.3,726.7,749.3,81,235,110
20.06.2019,26.3125,28.6,24.5,726.5,749.1,82,225,105
21.06.2019,26.85,28.8,25.1,727.2,749.8,86,184,77
22.06.2019,25.0125,26.0,23.4,730.5,753.5,97,265,69
23.06.2019,23.0375,24.0,22.0,732.5,755.6,85,247,83
24.06.2019,24.3375,26.3,22.7,732.5,755.5,82,300,95
25.06.2019,23.8125,25.3,22.2,732.4,755.4,84,265,102
26.06.2019,25.4875,29.4,22.9,726.2,748.8,80,264,105
27.06.2019,25.2375,25.9,24.6,724.4,747.1,87,214,90
28.06.2019,22.5125,23.6,21.5,729.3,752.3,85,201,78
29.06.2019,24.425,26.8,21.8,730.4,753.4,84,237,75
30.06.2019,26.1875,30.8,21.8,731.6,754.5,82,273,85
01.07.2019,28.65,34.2,23.0,731.0,753.6,64,246,98
02.07.2019,30.2875,35.8,24.7,729.9,752.3,54,235,83
03.07.2019,28.525,30.2,26.1,731.9,754.7,79,217,68
04.07.2019,23.4375,24.9,22.5,732.4,755.5,83,214,54
05.07.2019,26.275,31.3,22.2,728.4,751.1,71,166,64
06.07.2019,26.45,29.1,23.6,728.3,751.0,76,165,70
07.07.2019,26.2375,27.3,24.9,729.5,752.2,72,175,60
08.07.2019,22.45,24.1,21.2,731.5,754.7,96,139,54
09.07.2019,24.45,28.8,21.0,730.1,753.0,77,139,56
10.07.2019,27.975,33.3,22.4,728.4,751.0,66,127,57
11.07.2019,26.5,29.5,24.1,729.6,752.5,77,137,66
12.07.2019,23.325,25.5,21.6,730.8,753.7,88,103,34
13.07.2019,27.025,31.9,23.4,728.9,751.6,81,100,41
14.07.2019,28.5875,34.2,24.0,727.6,750.4,85,104,52
15.07.2019,27.35,32.9,24.1,728.4,751.3,95,117,35
16.07.2019,25.7,27.7,24.3,728.7,751.5,88,132,38
17.07.2019,27.0,29.3,24.9,728.5,751.1,82,95,39
18.07.2019,26.9875,28.9,25.3,728.5,751.2,88,94,32
19.07.2019,28.325,30.8,26.1,728.9,751.5,84,70,37
20.07.2019,28.9375,32.8,26.8,729.3,751.9,85,90,40
21.07.2019,30.4375,35.2,26.8,726.1,748.4,70,102,38
22.07.2019,29.4375,35.1,25.9,728.0,750.7,87,94,33
23.07.2019,27.45,30.3,25.6,729.1,751.8,83,91,31
24.07.2019,27.9375,33.0,26.3,730.4,753.2,87,82,43
25.07.2019,29.5375,33.3,25.8,728.8,751.3,75,107,35
26.07.2019,32.1875,38.2,27.3,725.1,747.3,63,71,43
27.07.2019,33.575,38.6,28.9,725.8,747.9,64,69,31
28.07.2019,34.4875,38.1,30.2,725.2,747.2,53,92,32
29.07.2019,31.3125,35.2,27.5,730.1,752.8,78,64,48
30.07.2019,29.25,33.1,26.3,730.8,753.4,73,81,50
31.07.2019,26.6125,28.7,23.7,731.5,754.3,82,53,49
01.08.2019,30.1,35.7,25.1,728.8,751.2,67,61,32
02.08.2019,31.55,35.6,27.6,728.0,750.3,63,57,31
03.08.2019,29.0,33.4,23.7,730.3,753.2,95,57,36
04.08.2019,27.2375,32.6,25.2,729.8,752.5,86,53,36
05.08.2019,29.4375,33.2,26.0,729.0,751.5,75,50,28
06.08.2019,27.0125,29.7,25.2,730.5,753.4,82,44,36
07.08.2019,26.55,28.7,24.7,728.4,751.1,86,59,28
08.08.2019,28.775,31.8,25.2,729.4,751.9,76,44,35
09.08.2019,27.575,28.9,26.6,729.6,752.3,83,34,23
10.08.2019,30.4625,36.0,26.0,727.9,750.4,68,52,37
11.08.2019,31.5875,37.7,26.2,726.4,748.7,61,54,32
12.08.2019,31.9625,38.3,26.5,726.3,748.6,63,48,31
13.08.2019,32.65,38.3,28.0,728.8,751.1,53,34,27
14.08.2019,29.7875,32.5,27.2,729.9,752.5,70,47,36
15.08.2019,31.05,36.8,25.4,727.1,749.5,59,33,29
16.08.2019,32.25,38.6,26.7,726.8,749.1,46,45,24
17.08.2019,32.825,39.2,27.2,727.0,749.2,46,22,25
18.08.2019,33.6625,38.3,28.7,727.3,749.4,52,26,22
19.08.2019,35.3,38.1,32.1,728.6,750.6,43,27,21
20.08.2019,33.9125,38.6,29.7,729.4,751.6,50,23,18
21.08.2019,33.65,36.8,30.1,729.7,751.9,55,16,24
22.08.2019,33.975,38.1,29.9,732.1,754.3,39,17,20
23.08.2019,33.3375,37.4,29.9,731.8,754.1,48,26,11
24.08.2019,33.625,38.2,29.8,730.5,752.8,49,26,13
25.08.2019,34.125,39.1,29.6,729.4,751.6,50,23,7
26.08.2019,34.5,39.2,30.0,728.6,750.7,49,19,15
27.08.2019,31.975,34.9,29.7,733.2,755.8,58,21,13
28.08.2019,29.325,31.9,27.3,734.7,757.5,77,20,19
29.08.2019,25.8625,27.3,23.0,735.3,758.2,63,15,12
30.08.2019,27.05,30.8,24.5,735.5,758.4,55,21,10
31.08.2019,23.225,25.5,21.8,737.0,760.3,83,10,12
01.09.2019,23.925,26.0,22.3,737.2,760.3,77,17,10
02.09.2019,26.8625,31.1,22.7,736.0,758.8,60,20,10
03.09.2019,29.225,33.5,25.4,732.8,755.5,58,14,15
04.09.2019,28.5125,33.5,25.4,732.1,754.9,68,25,9
05.09.2019,24.8875,28.8,22.3,731.5,754.3,76,15,4
06.09.2019,27.25,31.3,23.8,729.8,752.5,78,18,13
07.09.2019,28.5125,32.7,25.7,729.2,751.9,80,20,14
08.09.2019,25.5375,26.6,24.7,729.1,751.9,95,21,15
09.09.2019,25.5,29.0,24.2,729.4,752.2,90,27,13
10.09.2019,28.2125,33.7,25.1,732.8,755.5,80,26,14
11.09.2019,30.425,35.2,26.1,732.6,755.2,68,32,23
12.09.2019,32.475,36.8,28.4,730.4,752.7,50,31,19
13.09.2019,29.7375,35.4,23.2,735.1,758.2,60,40,18
14.09.2019,21.7,22.7,20.8,737.2,760.6,76,23,21
15.09.2019,20.5375,21.2,19.7,738.0,761.5,86,21,27
16.09.2019,21.6625,24.8,19.4,735.7,759.0,77,26,31
17.09.2019,20.975,21.7,20.5,740.1,763.6,89,30,26
18.09.2019,21.8,23.8,20.1,740.2,763.6,83,27,23
19.09.2019,20.5375,21.8,19.4,740.3,763.9,96,30,15
20.09.2019,21.3,25.0,19.4,741.4,765.0,89,12,20
21.09.2019,22.65,27.8,18.8,741.2,764.7,75,23,26
22.09.2019,23.7375,28.8,19.0,741.1,764.5,73,36,14
23.09.2019,23.5625,26.9,19.9,742.3,765.7,66,29,29
24.09.2019,22.0125,24.3,20.1,745.2,768.9,86,33,28
25.09.2019,20.75,23.3,19.1,743.4,767.1,84,34,32
26.09.2019,22.7125,27.2,18.6,742.3,765.7,72,39,19
27.09.2019,24.4375,29.7,19.9,740.3,763.6,68,21,24
28.09.2019,25.475,31.6,21.0,737.9,761.0,68,25,27
29.09.2019,26.7,32.8,21.6,735.1,758.0,55,27,25
30.09.2019,26.45,30.0,23.3,732.9,755.8,61,29,23
01.10.2019,26.2,30.6,23.6,734.3,757.3,59,23,23
02.10.2019,22.4,29.2,3.9,732.9,755.8,68,25,23
03.10.2019,26.15,29.5,24.0,733.8,756.8,78,23,23
04.10.2019,22.5,24.3,21.7,737.1,760.4,97,17,14
05.10.2019,21.0,22.8,20.0,737.5,760.9,89,20,19
06.10.2019,20.325,25.2,5.7,738.2,761.6,94,16,23
07.10.2019,20.15,20.8,19.2,741.0,764.7,89,19,27
08.10.2019,19.8375,21.6,18.5,738.3,761.8,82,27,29
09.10.2019,19.4375,21.0,18.5,735.8,759.4,94,39,24
10.10.2019,17.875,21.0,6.1,738.1,761.6,80,27,20
11.10.2019,20.0125,22.5,18.4,738.8,762.4,79,19,20
12.10.2019,20.15,22.1,18.3,740.5,764.1,87,32,29
13.10.2019,20.2625,22.8,19.1,742.9,766.6,91,26,36
14.10.2019,18.6875,19.2,18.4,745.1,769.0,97,42,20
15.10.2019,18.15,18.8,16.7,741.8,765.7,94,33,32
16.10.2019,17.475,19.5,16.2,744.0,767.9,93,33,40
17.10.2019,18.65,22.8,16.8,743.8,767.8,91,36,36
18.10.2019,19.15,24.0,15.3,741.2,764.9,73,43,38
19.10.2019,20.55,25.6,15.6,739.6,763.0,67,37,23
20.10.2019,18.6375,20.7,18.2,740.3,764.0,90,32,26
21.10.2019,17.6875,18.2,17.2,735.3,758.9,96,39,31
22.10.2019,17.675,18.9,17.0,737.2,760.9,96,43,39
23.10.2019,17.625,18.9,16.6,738.7,762.4,92,37,46
24.10.2019,17.075,20.4,8.8,741.0,764.8,91,39,31
25.10.2019,14.5375,16.0,13.7,743.9,768.1,90,37,27
26.10.2019,14.025,14.7,13.4,743.2,767.4,93,40,29
27.10.2019,13.95,16.6,8.1,743.4,767.5,89,41,44
28.10.2019,16.25,19.1,14.3,743.4,767.5,91,57,57
29.10.2019,16.7125,21.3,12.7,741.6,765.4,70,59,44
30.10.2019,19.3,23.7,16.3,741.4,765.2,85,53,61
31.10.2019,18.8375,22.2,16.6,739.4,763.0,80,47,41
01.11.2019,19.1,21.8,17.1,741.6,765.3,81,42,38
02.11.2019,16.9125,17.8,15.4,742.3,766.3,95,50,40
03.11.2019,16.6375,18.5,15.4,743.2,767.3,88,36,50
04.11.2019,17.2125,20.4,14.0,741.3,765.1,79,70,63
05.11.2019,15.7125,16.5,14.9,738.1,761.9,85,60,62
06.11.2019,14.3625,15.5,13.9,741.4,765.5,93,63,54
07.11.2019,15.8875,19.1,13.3,742.6,766.6,83,49,59
08.11.2019,16.5375,18.0,15.3,742.0,765.9,84,49,64
09.11.2019,16.8625,17.9,16.0,743.8,767.7,83,44,59
10.11.2019,17.9625,20.6,16.1,738.8,762.6,84,73,71
11.11.2019,16.975,18.0,16.2,735.3,759.0,79,79,59
12.11.2019,15.5875,16.1,14.9,741.8,765.8,95,64,62
13.11.2019,15.525,16.8,14.7,749.7,774.0,73,60,74
14.11.2019,15.8625,19.7,13.7,739.6,763.6,73,69,51
15.11.2019,16.275,19.8,12.9,737.8,761.5,70,60,67
16.11.2019,16.625,17.7,15.9,736.2,760.0,78,56,46
17.11.2019,14.975,16.9,12.2,744.9,769.3,85,50,66
18.11.2019,10.775,11.4,10.2,747.0,771.6,80,67,84
19.11.2019,11.25,11.9,10.4,744.8,769.2,81,53,77
20.11.2019,11.7625,12.2,11.2,745.3,769.7,82,56,58
21.11.2019,13.3375,15.1,11.5,742.1,766.3,75,59,77
22.11.2019,13.45,13.9,12.9,738.5,762.6,78,68,58
23.11.2019,13.3125,14.1,12.2,739.6,763.7,85,41,52
24.11.2019,11.3125,12.9,9.1,749.2,774.0,91,51,59
25.11.2019,10.1,11.8,8.5,744.5,769.0,79,72,61
26.11.2019,10.175,10.7,9.9,745.1,769.7,91,63,58
27.11.2019,11.225,12.1,10.3,748.6,773.2,88,49,72
28.11.2019,11.6,12.5,11.0,744.2,768.6,65,54,69
29.11.2019,10.7875,11.4,10.4,743.2,767.7,69,27,45
30.11.2019,10.0,10.8,9.1,745.8,770.5,93,46,61
01.12.2019,9.6375,11.7,8.4,750.5,775.4,77,36,64
02.12.2019,9.8875,12.6,7.7,748.3,773.0,74,48,62
03.12.2019,10.3625,11.7,9.3,749.3,773.2,78,30,53
04.12.2019,10.975,12.5,10.1,752.8,776.6,84,46,75
05.12.2019,10.85,13.7,9.0,752.8,776.7,84,39,49
06.12.2019,10.2625,14.7,7.1,749.5,773.4,86,37,43
07.12.2019,10.675,15.1,6.9,748.6,772.3,84,33,52
08.12.2019,11.225,13.9,8.9,748.1,771.8,86,47,46
09.12.2019,11.7,15.3,9.2,743.3,766.8,77,33,50
10.12.2019,11.675,15.5,8.7,743.3,766.8,89,33,58
11.12.2019,11.48571429,13.4,10.1,742.6,766.1,85,60,44
12.12.2019,12.2375,15.3,10.4,743.0,766.4,86,41,49
13.12.2019,11.9375,13.6,9.7,743.2,766.6,85,43,41
14.12.2019,12.075,12.7,11.7,738.0,761.2,86,37,32
15.12.2019,12.525,13.9,11.2,736.6,759.8,83,41,44
16.12.2019,13.175,15.3,11.9,740.2,763.4,88,61,53
17.12.2019,12.4,13.4,11.2,743.2,766.6,92,56,53
18.12.2019,9.275,11.3,8.4,747.7,771.5,88,50,44
19.12.2019,9.7125,11.0,8.4,746.4,770.1,78,46,58
20.12.2019,9.4,9.8,9.1,744.9,768.6,93,46,41
21.12.2019,9.5625,10.3,8.7,744.2,767.9,87,35,43
22.12.2019,10.7875,13.2,9.5,738.9,762.3,78,49,54
23.12.2019,11.6375,13.9,9.8,743.3,766.8,78,63,42
24.12.2019,11.2875,12.6,10.5,738.7,762.0,76,41,32
25.12.2019,11.51428571,12.8,10.6,744.7,768.3,81,56,39
26.12.2019,10.0125,11.4,8.0,748.8,772.6,68,29,33
27.12.2019,7.875,8.8,6.8,745.2,769.0,77,49,35
28.12.2019,7.85,8.6,6.6,743.2,766.9,86,34,40
29.12.2019,10.44285714,13.3,8.4,742.2,765.7,72,42,37
30.12.2019,10.575,11.4,9.9,749.8,773.5,81,44,47
31.12.2019,10.4,10.9,9.7,745.1,768.7,69,36,31
01.01.2020,11.2125,12.7,10.1,744.7,768.2,73,24,31
02.01.2020,11.5875,13.0,10.4,746.1,769.6,73,37,36
03.01.2020,12.125,14.7,9.9,746.1,769.6,69,37,42
04.01.2020,11.075,12.2,9.7,739.3,762.7,91,38,21
05.01.2020,10.05,10.8,9.4,739.7,763.2,96,33,27
06.01.2020,10.325,10.9,9.8,740.9,764.5,82,39,34
07.01.2020,10.475,13.7,7.0,742.6,766.1,68,41,46
08.01.2020,9.6625,10.3,8.5,741.2,764.8,95,33,26
09.01.2020,10.0375,11.9,8.4,741.1,764.5,78,32,32
10.01.2020,10.1,11.3,9.2,743.7,767.3,80,25,26
11.01.2020,10.175,12.5,8.2,743.5,767.2,82,33,16
12.01.2020,9.4125,13.8,6.0,740.2,763.8,73,30,19
13.01.2020,10.55,12.5,9.0,742.9,766.4,71,37,21
14.01.2020,10.0125,10.5,9.6,739.9,763.3,62,41,24
15.01.2020,9.35,10.2,8.5,744.2,767.9,72,28,22
16.01.2020,9.55,10.7,8.7,746.2,769.9,80,23,15
17.01.2020,9.55,11.6,7.3,744.6,768.3,73,20,26
18.01.2020,9.2125,10.3,8.4,746.6,770.4,79,16,16
19.01.2020,8.675,12.4,5.3,744.2,768.0,77,24,16
20.01.2020,9.725,12.3,7.7,742.0,765.5,66,25,16
21.01.2020,10.6875,11.8,9.4,740.8,764.2,74,24,24
22.01.2020,11.6625,13.4,10.0,741.1,764.5,76,23,24
23.01.2020,11.6125,13.2,10.3,743.2,766.8,82,14,8
24.01.2020,10.025,11.1,9.5,746.3,770.0,83,15,11
25.01.2020,8.3625,9.2,8.0,746.2,770.0,92,15,7
26.01.2020,8.1,10.0,7.2,742.7,766.5,87,18,12
27.01.2020,9.325,11.9,7.7,743.2,766.9,80,10,7
28.01.2020,9.4875,12.2,7.4,746.4,770.2,71,5,7
29.01.2020,9.8375,14.4,6.0,746.5,770.3,76,6,7
30.01.2020,8.5875,10.6,6.3,742.8,766.5,83,8,1
31.01.2020,9.1125,10.4,8.2,742.9,766.6,90,5,2
01.02.2020,9.1875,10.1,8.4,743.2,766.9,83,3,5
02.02.2020,9.2625,9.9,8.7,746.6,770.4,88,3,2
03.02.2020,9.4625,10.9,8.5,745.4,769.2,91,6,1
04.02.2020,9.5375,13.1,7.1,744.2,767.9,83,5,2
05.02.2020,10.2625,12.2,8.6,741.0,764.5,73,2,1
06.02.2020,9.95,11.1,8.8,745.3,769.0,91,2,1
07.02.2020,10.9125,12.7,9.5,747.3,770.9,80,2,1
